Customer_ID,Gender,Age,Annual_Income,Spending_Score,Segment
996,Female,29,139408,76,2
997,Male,40,57864,34,1
998,Male,36,22195,50,1
999,Male,28,71182,29,1
1000,Female,61,69193,35,1
1001,Male,50,20256,100,1
1002,Male,48,49685,83,1
1003,Female,56,17218,29,0
1004,Female,56,95074,92,2
1005,Female,45,113690,45,1
1006,Female,34,72202,60,1
1007,Male,61,119111,75,2
1008,Female,18,149090,85,2
1009,Male,53,89102,39,1
1010,Female,48,31734,44,0
1011,Female,58,100232,36,1
1012,Male,59,93326,25,1
1013,Female,51,77993,8,1
1014,Male,60,98777,88,2
1015,Female,64,21672,84,1
1016,Female,36,83007,54,1
1017,Male,42,24258,75,1
1018,Female,39,73291,88,2
1019,Female,60,108977,65,2
1020,Male,28,62483,38,1
1021,Female,48,48539,95,1
1022,Female,64,62990,88,1
1023,Female,59,38409,29,0
1024,Female,32,95500,54,1
1025,Female,41,83304,75,2
1026,Male,47,45875,61,1
1027,Male,58,33668,61,1
1028,Female,50,46409,88,1
1029,Male,51,93212,53,1
1030,Female,27,51009,26,1
1031,Female,44,134949,19,1
1032,Male,63,62279,100,1
1033,Male,49,102196,81,2
1034,Female,38,30207,1,0
1035,Male,35,69888,98,1
1036,Male,54,56532,63,1
1037,Female,26,128694,82,2
1038,Female,43,127466,62,2
1039,Male,18,24889,69,1
1040,Female,64,112806,2,1
1041,Male,66,64958,3,1
1042,Female,58,80227,29,1
1043,Female,37,48798,14,1
1044,Male,50,95246,22,1
1045,Female,70,26984,39,0
1046,Male,47,103561,56,1
1047,Male,39,143497,46,1
1048,Male,28,120746,3,1
1049,Male,32,49394,28,1
1050,Male,55,147286,22,1
1051,Female,41,24794,49,0
1052,Male,67,27736,77,1
1053,Male,60,43341,84,1
1054,Female,21,45353,54,1
1055,Female,42,47399,71,1
1056,Male,48,55141,27,1
1057,Male,37,125328,85,2
1058,Male,60,85772,80,2
1059,Male,44,42502,66,1
1060,Female,36,44887,14,1
1061,Female,30,67363,100,1
1062,Female,51,67867,46,1
1063,Female,36,57040,6,1
1064,Male,31,141003,43,1
1065,Male,18,18342,86,1
1066,Male,25,144526,20,1
1067,Male,67,149140,10,1
1068,Female,34,75597,59,1
1069,Male,34,136707,7,1
1070,Female,70,60797,6,1
1071,Male,41,96974,55,1
1072,Male,24,27029,2,0
1073,Female,60,59698,43,1
1074,Male,46,85335,94,2
1075,Male,41,104842,24,1
1076,Female,43,119923,59,1
1077,Male,42,140369,54,1
1078,Male,25,49737,90,1
1079,Female,28,42187,54,1
1080,Female,69,129861,24,1
1081,Male,67,109004,79,2
1082,Female,61,49250,62,1
1083,Male,25,122815,57,1
1084,Female,22,83580,84,2
1085,Female,18,73716,86,2
1086,Male,51,39967,56,1
1087,Female,48,105636,85,2
1088,Male,27,29304,2,0
1089,Male,50,138021,64,2
1090,Male,22,143882,42,1
1091,Male,39,87917,7,1
1092,Male,53,114257,52,1
1093,Female,23,135348,57,1
1094,Female,23,145667,58,1
1095,Male,25,145383,96,2
1096,Male,24,120759,53,1
1097,Female,53,15044,12,0
1098,Female,50,69224,84,1
1099,Male,39,110248,7,1
1100,Female,47,102024,72,2
1101,Female,63,110235,92,2
1102,Male,25,40542,98,1
1103,Female,18,104484,46,1
1104,Male,53,113013,90,2
1105,Male,20,58032,64,1
1106,Female,70,122272,14,1
1107,Male,57,66359,25,1
1108,Male,43,71515,59,1
1109,Female,63,103587,14,1
1110,Female,20,47301,99,1
1111,Female,47,147172,18,1
1112,Female,18,27732,71,1
1113,Male,55,141597,66,2
1114,Male,62,60521,94,1
1115,Female,24,116556,85,2
1116,Male,50,115837,54,1
1117,Female,35,119299,44,1
1118,Female,46,49962,18,1
1119,Female,56,149294,39,1
1120,Male,63,71975,26,1
1121,Female,57,91173,88,2
1122,Male,61,49779,91,1
1123,Male,50,99510,91,2
1124,Female,66,107337,72,2
1125,Female,55,124439,87,2
1126,Male,45,18347,67,1
1127,Male,19,114842,19,1
1128,Female,60,29838,26,0
1129,Female,66,57188,37,1
1130,Female,27,31261,89,1
1131,Female,31,23468,46,0
1132,Female,24,73800,96,2
1133,Female,33,148935,90,2
1134,Female,62,27315,49,0
1135,Male,44,96960,71,2
1136,Female,18,80887,26,1
1137,Male,32,111401,97,2
1138,Female,67,65724,38,1
1139,Male,29,34521,24,0
1140,Female,65,149701,16,1
1141,Female,20,127330,36,1
1142,Female,26,57186,75,1
1143,Male,18,101655,60,1
1144,Male,20,55292,42,1
1145,Female,67,93945,63,2
1146,Male,22,98324,68,2
1147,Male,29,32872,65,1
1148,Female,44,120753,12,1
1149,Female,32,70929,85,2
1150,Male,39,109580,38,1
1151,Male,66,139480,72,2
1152,Male,25,105703,58,1
1153,Female,59,78917,6,1
1154,Female,42,44720,50,1
1155,Female,52,89141,4,1
1156,Female,50,148361,58,1
1157,Male,20,92708,84,2
1158,Male,38,149714,11,1
1159,Male,28,16921,81,1
1160,Female,31,70882,88,2
1161,Female,24,68891,69,1
1162,Male,59,33905,96,1
1163,Female,19,135383,92,2
1164,Male,20,37943,10,0
1165,Male,29,81036,72,2
1166,Female,54,74675,34,1
1167,Female,42,133259,81,2
1168,Female,45,97943,3,1
1169,Male,61,46013,69,1
1170,Male,59,31577,97,1
1171,Male,62,34028,46,0
1172,Male,36,93997,78,2
1173,Female,36,129734,49,1
1174,Male,70,23079,61,1
1175,Female,52,72636,18,1
1176,Male,68,92326,82,2
1177,Male,37,112813,2,1
1178,Female,25,25950,1,0
1179,Male,52,37315,40,0
1180,Female,65,105138,28,1
1181,Male,59,149362,19,1
1182,Female,29,72878,79,2
1183,Male,30,45047,24,1
1184,Male,66,135917,83,2
1185,Male,36,32658,33,0
1186,Female,30,142714,43,1
1187,Female,26,76481,13,1
1188,Female,57,33299,25,0
1189,Female,49,133134,43,1
1190,Female,62,54949,73,1
1191,Male,69,97924,55,1
1192,Male,18,97107,32,1
1193,Female,63,129327,36,1
1194,Female,26,101917,62,2
1195,Female,46,109041,100,2
1196,Male,49,43529,23,1
1197,Male,35,51700,69,1
1198,Male,34,35044,94,1
1199,Male,19,147953,81,2
1200,Male,70,121203,99,2
1201,Female,20,83319,70,2
1202,Female,59,53963,47,1
1203,Female,32,91283,18,1
1204,Female,50,148801,12,1
1205,Male,41,146640,2,1
1206,Male,69,58474,97,1
1207,Male,46,56739,23,1
1208,Male,65,141747,46,1
1209,Male,32,142832,30,1
1210,Male,34,111845,30,1
1211,Female,60,69204,67,1
1212,Male,42,138122,59,1
1213,Female,20,99953,14,1
1214,Male,65,84026,75,2
1215,Male,42,114226,47,1
1216,Male,51,80951,49,1
1217,Female,51,121389,46,1
1218,Male,49,141382,78,2
1219,Male,50,51429,57,1
1220,Female,32,35208,66,1
1221,Male,31,54384,24,1
1222,Male,41,46019,85,1
1223,Male,44,101566,93,2
1224,Male,48,140518,62,2
1225,Female,55,57269,83,1
1226,Male,19,78876,6,1
1227,Male,54,57239,18,1
1228,Male,54,53499,8,1
1229,Female,34,62195,67,1
1230,Female,56,19881,93,1
1231,Female,23,71778,58,1
1232,Female,48,59713,29,1
1233,Male,56,52411,75,1
1234,Male,57,148904,34,1
1235,Male,64,104829,59,1
1236,Male,32,114145,50,1
1237,Female,24,19341,26,0
1238,Male,70,54206,78,1
1239,Male,29,139746,79,2
1240,Male,68,146944,97,2
1241,Male,23,141416,85,2
1242,Female,56,15314,100,1
1243,Male,51,125279,48,1
1244,Female,62,127448,30,1
1245,Male,68,114938,45,1
1246,Female,45,50096,33,1
1247,Female,67,75951,11,1
1248,Male,56,122124,33,1
1249,Male,18,16864,74,1
1250,Male,51,16885,49,0
1251,Female,62,97811,53,1
1252,Female,24,55574,55,1
1253,Female,34,126034,73,2
1254,Female,57,87236,88,2
1255,Female,66,68397,53,1
1256,Female,29,112049,72,2
1257,Female,34,95387,74,2
1258,Male,67,119367,95,2
1259,Male,60,46217,96,1
1260,Male,46,57413,13,1
1261,Male,50,120004,44,1
1262,Male,28,117001,82,2
1263,Female,69,38878,19,0
1264,Male,56,129131,12,1
1265,Male,34,73135,48,1
1266,Female,56,24897,93,1
1267,Male,43,90096,92,2
1268,Female,67,60946,82,1
1269,Female,46,17807,26,0
1270,Male,30,23810,77,1
1271,Male,57,59428,87,1
1272,Male,41,77719,84,2
1273,Female,28,37765,36,0
1274,Male,40,118584,52,1
1275,Male,51,19028,95,1
1276,Female,23,89578,93,2
1277,Male,40,87484,29,1
1278,Male,47,120894,74,2
1279,Male,34,60884,53,1
1280,Female,53,33975,65,1
1281,Female,39,45673,66,1
1282,Female,52,80573,89,2
1283,Male,42,141780,99,2
1284,Female,66,104040,100,2
1285,Male,61,135775,76,2
1286,Male,48,45479,34,1
1287,Male,42,72771,87,2
1288,Female,69,97766,53,1
1289,Female,51,17548,90,1
1290,Female,33,90311,12,1
1291,Male,61,104651,10,1
1292,Male,48,97279,46,1
1293,Male,54,85536,24,1
1294,Male,49,67341,31,1
1295,Male,34,69205,30,1
1296,Male,33,108330,20,1
1297,Female,25,35575,87,1
1298,Male,57,16736,98,1
1299,Female,48,112306,80,2
1300,Male,49,87019,63,2
1301,Female,66,148990,36,1
1302,Female,32,48618,7,1
1303,Female,48,23536,65,1
1304,Male,43,60822,59,1
1305,Male,62,135604,41,1
1306,Male,18,70247,49,1
1307,Female,38,109791,79,2
1308,Female,29,83904,31,1
1309,Male,48,104940,47,1
1310,Female,49,126134,27,1
1311,Female,62,112598,47,1
1312,Male,35,133155,24,1
1313,Female,54,74917,13,1
1314,Female,69,76814,72,2
1315,Male,42,66396,19,1
1316,Female,48,17553,23,0
1317,Female,49,50250,81,1
1318,Female,68,142564,39,1
1319,Male,53,27506,51,1
1320,Male,62,57819,8,1
1321,Male,70,81660,61,2
1322,Female,46,102728,34,1
1323,Male,41,82558,45,1
1324,Male,44,46781,45,1
1325,Female,54,60754,100,1
1326,Female,40,100220,87,2
1327,Female,67,132160,11,1
1328,Male,57,90110,60,1
1329,Female,28,103444,54,1
1330,Female,22,35738,21,0
1331,Female,32,97177,41,1
1332,Female,63,85116,78,2
1333,Female,35,131627,100,2
1334,Male,65,133040,53,1
1335,Male,29,21055,17,0
1336,Male,60,80967,96,2
1337,Male,31,58754,51,1
1338,Male,24,31722,61,1
1339,Male,19,119074,68,2
1340,Male,24,83800,80,2
1341,Male,23,117195,40,1
1342,Male,33,89494,57,1
1343,Male,26,59723,4,1
1344,Female,60,108543,42,1
1345,Female,47,86411,71,2
1346,Female,26,61409,76,1
1347,Female,58,129026,68,2
1348,Male,40,141262,70,2
1349,Female,69,38476,57,1
1350,Male,41,123056,34,1
1351,Male,37,17767,1,0
1352,Male,40,90173,61,2
1353,Female,62,143956,97,2
1354,Female,37,17394,99,1
1355,Male,69,91787,77,2
1356,Female,68,16892,71,1
1357,Female,30,122934,72,2
1358,Female,43,80508,21,1
1359,Male,42,72826,34,1
1360,Female,45,77799,67,2
1361,Male,36,85470,53,1
1362,Female,22,62816,18,1
1363,Female,25,134365,80,2
1364,Female,35,143973,25,1
1365,Male,19,54885,7,1
1366,Female,29,41810,37,1
1367,Male,26,129928,94,2
1368,Male,32,38644,20,0
1369,Female,49,71934,44,1
1370,Female,37,145651,48,1
1371,Male,62,23319,43,0
1372,Female,66,53296,8,1
1373,Female,67,117871,10,1
1374,Female,29,65382,33,1
1375,Male,18,46971,99,1
1376,Male,42,131119,32,1
1377,Male,30,135805,95,2
1378,Female,51,69643,61,1
1379,Male,61,96817,42,1
1380,Male,58,26058,96,1
1381,Female,34,141151,82,2
1382,Male,30,109483,7,1
1383,Female,25,76857,82,2
1384,Female,38,18949,22,0
1385,Male,55,46365,51,1
1386,Female,18,26008,75,1
1387,Male,62,55630,48,1
1388,Male,33,56339,64,1
1389,Male,61,103715,98,2
1390,Male,21,108196,83,2
1391,Female,62,43152,17,1
1392,Female,32,98031,72,2
1393,Male,69,130007,94,2
1394,Male,19,114029,46,1
1395,Female,34,25351,63,1
1396,Female,53,92257,70,2
1397,Female,30,63923,70,1
1398,Male,38,137786,36,1
1399,Female,22,55638,58,1
1400,Female,70,84035,70,2
1401,Female,47,15188,100,1
1402,Female,64,63636,3,1
1403,Male,67,77596,42,1
1404,Female,60,116578,25,1
1405,Female,67,55404,79,1
1406,Female,38,122427,83,2
1407,Male,25,40233,67,1
1408,Male,20,49019,23,1
1409,Male,30,43063,63,1
1410,Female,24,23340,74,1
1411,Female,60,143426,68,2
1412,Male,21,111037,29,1
1413,Female,18,69719,84,1
1414,Male,23,137698,82,2
1415,Male,41,124039,48,1
1416,Male,70,84681,68,2
1417,Male,64,33451,39,0
1418,Male,31,40459,13,1
1419,Male,52,116012,25,1
1420,Male,51,80211,73,2
1421,Male,53,123838,96,2
1422,Female,67,108837,87,2
1423,Male,62,126955,14,1
1424,Female,68,62289,71,1
1425,Male,50,103476,85,2
1426,Female,52,131132,46,1
1427,Female,53,100106,48,1
1428,Female,66,127876,93,2
1429,Male,56,78103,73,2
1430,Female,42,81607,47,1
1431,Male,46,119094,1,1
1432,Male,36,19273,67,1
1433,Male,37,16721,39,0
1434,Female,31,97550,3,1
1435,Male,53,149026,72,2
1436,Female,24,24892,59,1
1437,Female,27,51282,34,1
1438,Female,55,80498,30,1
1439,Female,69,93722,12,1
1440,Male,54,71999,94,2
1441,Male,64,100116,62,2
1442,Female,49,39999,77,1
1443,Male,20,115020,11,1
1444,Female,67,102658,45,1
1445,Male,44,46598,99,1
1446,Female,65,17997,82,1
1447,Male,21,94897,68,2
1448,Male,38,54211,42,1
1449,Female,27,28243,87,1
1450,Male,46,147311,12,1
1451,Male,45,90964,51,1
1452,Female,26,103124,11,1
1453,Female,54,27926,71,1
1454,Female,34,37302,52,1
1455,Male,67,49177,98,1
1456,Female,48,66932,63,1
1457,Male,59,66406,72,1
1458,Female,33,33781,35,0
1459,Female,38,38486,15,0
1460,Male,45,110752,45,1
1461,Male,38,105315,77,2
1462,Female,67,94906,22,1
1463,Male,57,130922,80,2
1464,Male,46,26764,30,0
1465,Male,61,112994,20,1
1466,Male,25,29296,32,0
1467,Female,70,90414,2,1
1468,Female,62,44170,40,1
1469,Male,48,20963,43,0
1470,Female,65,70541,27,1
1471,Male,53,141622,80,2
1472,Male,62,19820,49,0
1473,Female,34,59648,8,1
1474,Female,30,86114,7,1
1475,Female,59,17184,9,0
1476,Female,60,86122,85,2
1477,Female,24,20001,38,0
1478,Male,32,114798,66,2
1479,Male,38,142051,77,2
1480,Female,29,67133,65,1
1481,Male,53,20633,6,0
1482,Female,51,94934,43,1
1483,Female,43,56157,3,1
1484,Female,61,107251,46,1
1485,Male,33,146400,36,1
1486,Male,58,82549,50,1
1487,Male,53,88451,29,1
1488,Male,39,117982,85,2
1489,Male,23,115193,67,2
1490,Male,44,78009,74,2
1491,Female,45,96889,78,2
1492,Male,46,49543,27,1
1493,Female,55,68034,18,1
1494,Male,62,50455,56,1
1495,Male,59,56431,41,1
1496,Female,53,46034,24,1
1497,Female,27,22728,98,1
1498,Female,44,122807,39,1
1499,Male,65,86774,20,1
1500,Male,24,49483,24,1
1501,Male,66,84956,78,2
1502,Male,56,75865,30,1
1503,Female,40,35834,89,1
1504,Female,26,146681,78,2
1505,Female,63,113031,24,1
1506,Male,49,139216,18,1
1507,Female,30,74316,5,1
1508,Female,66,18935,35,0
1509,Male,32,68171,97,1
1510,Female,22,61419,57,1
1511,Male,62,100169,59,1
1512,Male,45,121133,100,2
1513,Female,56,114712,93,2
1514,Male,43,25095,67,1
1515,Male,46,134773,6,1
1516,Male,51,118707,95,2
1517,Male,53,116554,67,2
1518,Female,30,91330,57,1
1519,Male,37,89950,60,1
1520,Male,45,92180,79,2
1521,Female,62,52287,60,1
1522,Male,23,146244,15,1
1523,Female,67,50469,51,1
1524,Male,38,133197,4,1
1525,Male,47,67935,59,1
1526,Male,34,99954,89,2
1527,Male,63,47386,12,1
1528,Female,63,132807,82,2
1529,Male,23,115686,94,2
1530,Male,42,114773,6,1
1531,Male,39,54345,21,1
1532,Female,29,28450,54,1
1533,Male,37,131983,37,1
1534,Male,25,49490,26,1
1535,Female,57,81351,2,1
1536,Male,49,145716,70,2
1537,Male,56,144359,31,1
1538,Female,55,139705,59,1
1539,Male,46,35815,77,1
1540,Male,33,87905,80,2
1541,Male,21,63454,19,1
1542,Male,59,106493,5,1
1543,Male,20,93234,43,1
1544,Male,21,43544,54,1
1545,Male,28,89548,79,2
1546,Male,47,109421,5,1
1547,Female,67,93458,42,1
1548,Female,42,32738,98,1
1549,Female,53,32019,38,0
1550,Female,26,46987,89,1
1551,Male,39,123464,68,2
1552,Male,62,69801,79,1
1553,Female,24,37982,62,1
1554,Female,45,97965,34,1
1555,Female,26,145127,67,2
1556,Male,49,62161,79,1
1557,Male,63,91149,25,1
1558,Male,25,21287,60,1
1559,Female,65,69350,79,1
1560,Female,44,26925,43,0
1561,Male,53,70663,2,1
1562,Male,62,88826,33,1
1563,Female,37,93717,65,2
1564,Female,67,16607,15,0
1565,Male,39,118821,93,2
1566,Female,29,65860,43,1
1567,Male,61,140595,61,2
1568,Male,59,50587,62,1
1569,Female,58,135748,69,2
1570,Male,47,123515,96,2
1571,Female,51,93471,73,2
1572,Female,53,19906,27,0
1573,Male,69,107692,9,1
1574,Female,35,23171,44,0
1575,Female,58,58507,74,1
1576,Female,29,45630,97,1
1577,Male,63,97444,91,2
1578,Female,35,123493,12,1
1579,Female,33,112408,58,1
1580,Male,31,94250,23,1
1581,Male,41,24802,100,1
1582,Male,23,131332,65,2
1583,Male,69,141527,65,2
1584,Female,30,104159,62,2
1585,Male,67,100809,19,1
1586,Male,70,49791,27,1
1587,Male,47,116603,92,2
1588,Male,18,96521,6,1
1589,Male,39,137388,6,1
1590,Female,51,96914,3,1
1591,Male,58,70009,42,1
1592,Female,30,90121,36,1
1593,Male,67,130635,86,2
1594,Female,35,54143,21,1
1595,Male,25,18999,80,1
1596,Female,31,106833,71,2
1597,Female,35,52108,91,1
1598,Male,54,79179,22,1
1599,Female,37,103798,70,2
1600,Female,21,49098,4,1
1601,Female,61,28226,14,0
1602,Female,21,37575,55,1
1603,Female,29,131873,79,2
1604,Male,37,102118,26,1
1605,Male,66,137079,73,2
1606,Female,23,137755,13,1
1607,Male,37,137000,61,2
1608,Female,32,52675,79,1
1609,Female,41,117780,24,1
1610,Female,68,100134,59,1
1611,Male,19,32135,61,1
1612,Male,40,140475,60,1
1613,Male,36,106387,78,2
1614,Male,50,41983,52,1
1615,Female,38,33592,39,0
1616,Male,43,123381,31,1
1617,Female,53,56686,62,1
1618,Female,22,104316,27,1
1619,Female,68,129125,73,2
1620,Male,52,76906,23,1
1621,Female,65,142567,15,1
1622,Male,38,40599,57,1
1623,Male,37,121376,9,1
1624,Female,61,114329,42,1
1625,Male,59,31117,12,0
1626,Male,70,51416,75,1
1627,Male,66,53463,85,1
1628,Female,46,91415,50,1
1629,Female,30,68912,88,1
1630,Female,37,94835,56,1
1631,Female,23,17128,79,1
1632,Female,26,92118,8,1
1633,Female,53,28927,1,0
1634,Male,25,88979,4,1
1635,Female,45,118355,81,2
1636,Female,63,115346,52,1
1637,Male,45,70369,85,2
1638,Female,48,51456,25,1
1639,Female,41,124375,20,1
1640,Male,60,47911,18,1
1641,Female,22,19117,19,0
1642,Male,60,129487,18,1
1643,Female,26,124014,59,1
1644,Female,57,62132,59,1
1645,Female,53,132976,50,1
1646,Male,32,63704,55,1
1647,Male,54,145588,94,2
1648,Female,63,146525,35,1
1649,Male,52,111198,5,1
1650,Female,54,141685,91,2
1651,Male,25,141230,89,2
1652,Male,27,88248,60,1
1653,Female,51,38185,32,0
1654,Female,58,35468,88,1
1655,Male,57,28834,44,0
1656,Female,48,134022,66,2
1657,Female,54,101904,54,1
1658,Male,69,92232,38,1
1659,Female,20,94710,94,2
1660,Male,21,139036,75,2
1661,Female,54,28531,85,1
1662,Female,69,22156,37,0
1663,Male,23,48245,65,1
1664,Male,68,87836,33,1
1665,Female,57,88655,36,1
1666,Male,18,44242,78,1
1667,Female,55,54619,85,1
1668,Male,41,60979,34,1
1669,Male,49,62398,68,1
1670,Male,39,37125,19,0
1671,Female,49,123251,99,2
1672,Male,33,130391,93,2
1673,Female,31,105459,7,1
1674,Male,66,45407,7,1
1675,Female,47,119528,61,2
1676,Female,48,76252,49,1
1677,Female,48,83845,19,1
1678,Female,18,90705,58,1
1679,Male,61,97755,68,2
1680,Female,24,107753,56,1
1681,Male,39,85864,35,1
1682,Male,34,117538,60,1
1683,Female,64,66098,67,1
1684,Male,61,62164,41,1
1685,Male,61,17221,9,0
1686,Male,44,40611,68,1
1687,Male,61,131901,45,1
1688,Male,64,89264,33,1
1689,Male,20,21212,80,1
1690,Male,21,71839,77,2
1691,Male,63,46451,12,1
1692,Male,42,63435,15,1
1693,Male,34,92219,60,1
1694,Female,58,133867,36,1
1695,Male,62,99778,33,1
1696,Male,67,34397,36,0
1697,Male,42,116866,43,1
1698,Female,34,84380,23,1
1699,Female,22,143901,26,1
1700,Male,29,143989,14,1
1701,Male,52,128050,28,1
1702,Male,46,82894,14,1
1703,Female,22,33458,74,1
1704,Female,67,131885,3,1
1705,Female,27,15227,5,0
1706,Female,35,54742,90,1
1707,Female,43,15970,66,1
1708,Male,48,129309,52,1
1709,Female,52,74204,1,1
1710,Female,62,141370,16,1
1711,Male,39,94384,52,1
1712,Female,58,38767,47,0
1713,Female,23,135491,98,2
1714,Male,59,68246,23,1
1715,Female,42,65070,39,1
1716,Male,24,109178,63,2
1717,Male,58,129814,95,2
1718,Male,26,24358,25,0
1719,Female,64,77517,63,2
1720,Female,22,95669,64,2
1721,Male,19,24710,44,0
1722,Male,39,26223,52,1
1723,Male,31,135159,87,2
1724,Male,65,76075,10,1
1725,Male,65,52117,63,1
1726,Male,48,27006,32,0
1727,Male,18,60154,81,1
1728,Male,37,40504,59,1
1729,Male,55,31766,14,0
1730,Male,49,72821,9,1
1731,Female,45,103432,95,2
1732,Male,38,46667,88,1
1733,Male,38,70897,98,2
1734,Male,55,60468,43,1
1735,Female,25,86799,19,1
1736,Male,28,111974,71,2
1737,Male,46,78869,75,2
1738,Female,26,41205,81,1
1739,Female,67,56354,3,1
1740,Male,23,16664,1,0
1741,Female,23,89378,54,1
1742,Male,62,48264,27,1
1743,Female,58,86027,67,2
1744,Male,44,77718,23,1
1745,Female,56,62186,92,1
1746,Female,57,38074,81,1
1747,Male,40,124782,1,1
1748,Male,30,45803,68,1
1749,Male,57,109870,98,2
1750,Male,47,69554,36,1
1751,Female,30,44538,20,1
1752,Male,49,61222,21,1
1753,Male,21,110471,37,1
1754,Female,45,80898,43,1
1755,Male,20,42373,95,1
1756,Male,52,61107,21,1
1757,Male,49,149978,15,1
1758,Female,33,131607,76,2
1759,Female,44,67101,96,1
1760,Male,32,43870,42,1
1761,Female,24,77159,95,2
1762,Male,30,113443,29,1
1763,Female,48,141984,7,1
1764,Female,27,71666,79,2
1765,Male,29,116536,48,1
1766,Female,47,65896,81,1
1767,Male,35,68008,43,1
1768,Male,20,30637,36,0
1769,Female,25,137037,59,1
1770,Female,28,105066,29,1
1771,Male,56,56101,82,1
1772,Female,54,75215,12,1
1773,Female,51,143244,28,1
1774,Female,47,88182,2,1
1775,Female,65,79658,32,1
1776,Male,45,73302,76,2
1777,Male,54,16331,54,1
1778,Male,20,138378,94,2
1779,Male,45,118368,62,2
1780,Male,46,144836,31,1
1781,Female,53,18256,89,1
1782,Female,31,49789,46,1
1783,Female,33,38784,3,0
1784,Female,60,94911,21,1
1785,Female,54,21399,59,1
1786,Female,67,51339,91,1
1787,Female,29,112103,81,2
1788,Male,63,15357,81,1
1789,Male,42,102269,68,2
1790,Female,36,126647,97,2
1791,Male,62,69302,88,1
1792,Male,57,103000,95,2
1793,Male,50,110417,7,1
1794,Male,42,110837,60,1
1795,Male,41,111058,23,1
1796,Female,53,68664,18,1
1797,Female,33,44768,84,1
1798,Male,65,69996,97,1
1799,Female,38,107461,35,1
1800,Female,35,29276,9,0
1801,Male,40,133596,63,2
1802,Female,48,91615,58,1
1803,Female,69,32203,25,0
1804,Male,23,36016,51,1
1805,Male,36,35171,14,0
1806,Male,35,44366,90,1
1807,Male,49,54452,27,1
1808,Male,36,124192,88,2
1809,Female,48,105885,54,1
1810,Male,65,20631,38,0
1811,Female,22,20776,30,0
1812,Female,44,104860,84,2
1813,Female,49,131721,59,1
1814,Male,54,49591,40,1
1815,Female,68,83159,30,1
1816,Male,41,90535,99,2
1817,Female,27,107568,37,1
1818,Female,28,57150,92,1
1819,Male,29,60969,91,1
1820,Male,28,77365,15,1
1821,Female,38,48154,57,1
1822,Male,41,63364,27,1
1823,Male,60,98084,45,1
1824,Male,41,132552,70,2
1825,Male,52,94052,16,1
1826,Male,43,145919,99,2
1827,Male,47,98943,20,1
1828,Female,65,148014,43,1
1829,Male,48,90976,97,2
1830,Male,69,130895,44,1
1831,Male,64,140562,6,1
1832,Male,61,45638,40,1
1833,Female,43,72767,58,1
1834,Male,23,100555,8,1
1835,Female,55,73233,99,2
1836,Female,30,20910,11,0
1837,Female,61,37905,66,1
1838,Male,30,143572,41,1
1839,Male,60,109650,51,1
1840,Female,63,127103,48,1
1841,Female,41,18195,37,0
1842,Male,40,95762,58,1
1843,Female,31,131449,95,2
1844,Male,69,130999,37,1
1845,Female,69,126105,94,2
1846,Male,26,37564,19,0
1847,Female,37,139416,68,2
1848,Male,22,113506,12,1
1849,Male,44,86651,54,1
1850,Male,53,136141,91,2
1851,Female,30,63760,49,1
1852,Female,53,143604,6,1
1853,Female,55,94669,64,2
1854,Male,32,22035,1,0
1855,Female,34,93687,82,2
1856,Male,25,90415,54,1
1857,Male,49,79159,4,1
1858,Male,66,87670,64,2
1859,Female,56,109833,75,2
1860,Female,54,129312,34,1
1861,Male,62,46348,48,1
1862,Male,34,57689,75,1
1863,Male,27,98802,60,1
1864,Female,40,57810,7,1
1865,Female,41,124973,82,2
1866,Male,21,90984,38,1
1867,Male,50,65807,99,1
1868,Male,66,39774,77,1
1869,Female,52,99569,41,1
1870,Female,35,110033,13,1
1871,Male,70,52674,2,1
1872,Female,51,88771,48,1
1873,Male,44,104211,21,1
1874,Male,31,55515,65,1
1875,Female,30,44875,54,1
1876,Male,22,45556,17,1
1877,Female,48,106281,40,1
1878,Female,26,130851,77,2
1879,Male,29,94871,4,1
1880,Male,32,48741,89,1
1881,Male,62,74395,40,1
1882,Female,31,49135,11,1
1883,Male,62,44287,10,1
1884,Female,67,141944,97,2
1885,Male,20,66472,14,1
1886,Male,68,149605,76,2
1887,Male,48,46174,33,1
1888,Male,22,94074,86,2
1889,Male,66,40297,16,1
1890,Female,55,67435,24,1
1891,Female,19,38797,19,0
1892,Male,55,106183,46,1
1893,Male,50,78392,65,2
1894,Male,24,18665,68,1
1895,Male,63,65213,37,1
1896,Male,66,16134,93,1
1897,Female,31,147171,91,2
1898,Male,41,63529,57,1
1899,Female,29,108014,49,1
1900,Female,31,149807,30,1
1901,Female,25,97386,16,1
1902,Female,25,50628,64,1
1903,Male,63,90568,72,2
1904,Male,23,101013,64,2
1905,Female,42,89347,59,1
1906,Female,61,131380,29,1
1907,Male,36,127187,25,1
1908,Female,69,139695,87,2
1909,Female,29,18351,87,1
1910,Female,61,42570,51,1
1911,Male,51,37283,16,0
1912,Male,43,120021,89,2
1913,Female,65,59229,9,1
1914,Female,30,103770,26,1
1915,Female,25,76045,55,1
1916,Female,35,86558,97,2
1917,Female,40,139735,86,2
1918,Male,49,149064,36,1
1919,Male,67,134179,14,1
1920,Male,34,143277,64,2
1921,Male,58,50286,4,1
1922,Female,65,28854,9,0
1923,Female,61,22012,23,0
1924,Female,56,100709,20,1
1925,Male,57,40253,98,1
1926,Male,60,144024,60,1
